94.05	999999
94.24	0.884
94.5	0.884
94.75	0.884
95.06	0.884
95.44	0.884
95.71	0.884
96	0.884
96.24	0.885
96.53	0.885
96.82	0.885
97.04	0.886
97.29	0.886
97.54	0.886
97.84	0.886
98.01	0.887
98.34	0.887
98.6	0.887
98.9	0.887
99.2	0.888
99.4	0.888
99.69	0.888
99.99	0.888
100.23	0.889
100.45	0.889
100.74	0.889
101.02	0.889
101.23	0.889
101.51	0.889
101.78	0.889
102	0.89
102.28	0.89
102.49	0.89
102.65	0.89
102.97	0.89
103.22	0.89
103.45	0.89
103.72	0.89
104	0.89
104.22	0.891
104.47	0.891
104.8	0.891
105	0.891
105.24	0.891
105.41	0.891
105.6	0.891
106	0.892
106.23	0.892
106.45	0.892
106.73	0.892
107.01	0.892
107.21	0.892
107.48	0.892
107.74	0.892
108	0.893
108.32	0.893
108.58	0.893
108.84	0.893
109.13	0.894
109.36	0.894
109.53	0.894
109.81	0.894
110.03	0.895
110.41	0.895
110.5	0.895
110.74	0.895
111.23	0.895
111.56	0.895
111.85	0.896
112.08	0.896
112.31	0.896
112.55	0.896
112.78	0.896
113.02	0.896
113.22	0.897
113.5	0.897
113.71	0.897
113.93	0.897
114.22	0.897
114.5	0.897
114.73	0.898
114.98	0.898
115.32	0.898
115.39	0.898
115.66	0.898
115.95	0.898
116.22	0.899
116.43	0.899
116.62	0.899
999999	0.899
117.23	0.899
117.31	0.899
117.45	0.9
117.73	0.9
118.02	0.9
118.27	0.9
118.59	0.9
118.79	0.9
118.99	0.901
119.49	0.901
119.77	0.901
120.01	0.901
120.17	0.902
120.52	0.902
120.77	0.902
121.26	0.902
121.48	0.902
121.77	0.902
121.87	0.902
122	0.903
122.17	0.903
122.5	0.903
122.78	0.903
123.04	0.903
123.27	0.903
123.42	0.903
123.72	0.903
123.96	0.903
124.18	0.904
124.43	0.904
124.75	0.904
125.07	0.904
125.27	0.904
125.52	0.904
125.75	0.904
125.94	0.904
126.15	0.905
126.26	0.905
126.52	0.905
126.72	0.905
126.98	0.905
127.11	0.905
127.38	0.905
127.6	0.905
127.94	0.905
128.05	0.906
128.29	0.906
128.51	0.906
128.69	0.906
128.96	0.906
129.17	0.906
129.45	0.906
129.53	0.906
999999	0.906
999999	0.906
130.23	0.907
130.54	0.907
130.78	0.907
130.89	0.907
131.06	0.907
131.25	0.907
131.64	0.907
999999	0.907
132.15	0.907
132.33	0.907
132.63	0.907
132.8	0.907
133.08	0.907
133.38	0.907
133.6	0.907
133.82	0.908
134.19	0.908
134.27	0.908
134.49	0.908
134.63	0.908
134.98	0.908
135.21	0.908
135.42	0.908
135.67	0.908
135.95	0.908
136.23	0.908
136.46	0.908
136.64	0.908
136.94	0.908
137.14	0.909
137.37	0.909
137.63	0.909
137.79	0.909
138.02	0.909
138.31	0.909
138.55	0.909
138.74	0.909
138.97	0.909
139.29	0.909
139.53	0.909
139.74	0.909
140.08	0.91
140.4	0.91
140.7	0.91
140.92	0.91
141.12	0.91
141.44	0.91
141.64	0.91
141.78	0.91
141.93	0.91
142.23	0.91
142.45	0.91
142.56	0.91
142.92	0.91
143.16	0.91
143.53	0.91
143.68	0.91
143.94	0.91
144.17	0.91
144.43	0.91
144.7	0.91
144.88	0.91
145.01	0.91
145.25	0.91
145.39	0.91
145.66	0.91
145.91	0.91
146.2	0.911
146.43	0.911
146.71	0.911
146.91	0.911
147.32	0.911
147.52	0.911
147.71	0.911
147.99	0.911
148.12	0.911
148.41	0.911
148.76	0.911
148.92	0.911
149.12	0.911
149.2	0.911
149.56	0.911
149.73	0.911
149.97	0.911
150.1	0.912
150.44	0.912
150.67	0.912
150.91	0.912
151.08	0.912
151.4	0.912
151.59	0.912
151.78	0.912
152.02	0.912
152.29	0.912
152.5	0.912
152.73	0.912
152.95	0.912
153.29	0.912
153.52	0.912
153.81	0.912
153.99	0.912
154.28	0.912
154.49	0.912
154.78	0.912
154.99	0.912
155.18	0.912
155.45	0.912
155.68	0.912
155.94	0.912
156.16	0.913
156.32	0.913
156.62	0.913
157.04	0.913
157.14	0.913
157.3	0.913
157.51	0.913
157.77	0.913
158	0.913
158.12	0.913
158.25	0.913
158.47	0.913
158.67	0.913
158.78	0.913
159	0.913
159.3	0.913
159.52	0.913
159.72	0.913
159.98	0.913
160.16	0.914
160.46	0.914
160.74	0.914
161.03	0.914
161.3	0.914
161.54	0.914
161.72	0.914
161.96	0.914
999999	0.914
162.24	0.914
162.5	0.914
162.76	0.914
163.04	0.914
163.29	0.914
163.55	0.914
163.78	0.914
999999	0.914
164	0.914
164.2	0.914
164.38	0.914
164.7	0.914
164.9	0.914
165.12	0.914
165.3	0.914
165.44	0.914
165.7	0.914
165.88	0.914
166.13	0.914
166.45	0.914
166.68	0.914
166.96	0.914
167.24	0.914
167.45	0.914
167.66	0.914
168.04	0.914
168.22	0.914
168.51	0.914
168.78	0.914
169.05	0.914
169.28	0.914
169.56	0.914
169.68	0.914
170	0.915
170.24	0.915
170.49	0.915
170.68	0.915
170.84	0.915
171.1	0.915
171.39	0.915
171.63	0.915
171.95	0.915
172.19	0.915
172.43	0.915
172.74	0.915
172.92	0.915
173.12	0.915
173.36	0.915
173.56	0.915
173.78	0.915
174.06	0.915
174.28	0.915
174.47	0.915
174.7	0.915
175.12	0.915
175.38	0.915
175.55	0.915
175.78	0.915
175.94	0.915
176.19	0.915
176.4	0.915
176.63	0.915
176.87	0.915
177.08	0.915
177.38	0.915
177.67	0.915
177.84	0.915
178.13	0.915
178.32	0.915
178.56	0.915
178.78	0.915
178.95	0.915
179.09	0.915
179.48	0.915
179.92	0.915
180.27	0.916
180.39	0.916
180.69	0.916
180.95	0.916
181.14	0.916
181.43	0.916
181.63	0.916
181.93	0.916
182.14	0.916
182.34	0.916
182.64	0.916
182.84	0.916
183.1	0.916
183.38	0.916
183.64	0.916
183.77	0.916
183.92	0.916
184.15	0.916
184.53	0.916
184.74	0.916
185.04	0.916
185.19	0.916
185.4	0.916
185.61	0.916
185.9	0.916
185.98	0.916
186.2	0.916
186.46	0.916
186.7	0.916
186.95	0.916
187.14	0.916
187.5	0.916
187.66	0.916
187.86	0.916
188.1	0.916
188.32	0.916
188.56	0.916
188.72	0.916
189.06	0.916
189.3	0.916
189.54	0.916
189.72	0.916
189.94	0.916
190.24	0.916
190.34	0.916
190.66	0.916
190.9	0.916
191.1	0.916
