0.623	320.904
1.29	300.005
1.885	336.106
2.466	343.951
2.957	407.345
3.503	366.097
4.095	338.022
4.557	432.268
5.066	393.348
5.523	436.814
5.939	481.296
6.387	446.083
6.822	459.861
7.256	461.201
7.688	462.102
8.107	477.951
8.525	477.951
8.941	480.536
9.345	495.167
9.749	495.3
10.151	497.564
10.546	505.7
10.942	505.701
11.332	512.772
11.715	520.9
12.099	520.9
12.483	521.597
12.858	533.0
13.233	533.0
13.608	533.0
13.979	538.794
14.35	539.85
14.72	539.85
15.084	550.217
15.445	553.75
15.806	553.75
16.165	556.474
16.522	560.4
16.879	560.4
17.236	560.687
17.587	568.578
17.938	569.35
18.29	569.35
18.639	571.732
18.985	579.15
19.33	579.15
19.675	579.15
20.018	583.169
20.36	585.0
20.702	585.0
21.043	586.312
21.382	588.9
21.722	588.9
22.062	588.9
22.398	594.47
22.733	597.6
23.067	597.6
23.401	599.176
23.73	607.85
24.059	607.85
24.388	607.85
24.716	610.024
25.043	610.9
25.37	610.9
25.698	610.9
26.022	616.716
26.346	617.0
26.67	617.0
26.992	621.445
27.312	625.0
27.632	625.0
27.952	625.0
28.27	628.31
28.588	629.7
28.905	629.7
29.223	629.978
29.537	635.6
29.852	635.6
30.166	635.6
30.479	640.64
30.788	646.45
31.097	646.45
31.407	646.45
31.715	647.407
32.024	647.45
32.333	647.481
32.642	648.166
32.95	648.25
33.258	649.123
33.563	655.959
33.868	656.2
34.172	656.2
34.475	661.231
34.776	663.4
35.078	663.4
35.378	665.656
35.676	670.6
35.975	670.6
36.273	670.6
36.57	673.395
36.865	677.75
37.16	677.75
37.455	677.75
37.747	683.678
38.039	685.5
38.331	685.5
38.622	685.5
38.913	687.767
39.204	687.85
39.495	687.85
39.785	689.347
40.074	690.25
40.364	690.25
40.653	691.253
40.941	694.736
41.229	694.8
41.517	694.8
41.804	696.055
42.09	698.75
42.376	698.75
42.663	698.75
42.948	700.518
43.233	701.0
43.519	701.0
43.804	701.725
44.086	708.95
44.368	708.95
44.65	708.95
44.928	717.533
45.206	720.65
45.483	720.65
45.761	720.65
46.039	718.724
46.317	718.55
46.596	718.55
46.873	720.942
47.15	723.0
47.426	723.0
47.703	723.0
47.977	728.518
48.251	730.45
48.525	730.45
48.799	730.322
49.073	730.05
49.346	730.05
49.62	730.05
49.893	732.706
50.166	734.6
50.438	734.6
50.71	734.6
50.98	739.61
51.25	741.5
51.52	741.5
51.789	741.5
52.056	749.432
52.322	751.3
52.589	751.3
52.854	751.851
53.119	754.815
53.384	754.95
53.649	754.95
53.915	753.116
54.181	750.0
54.448	750.0
54.715	750.0
54.981	750.965
55.247	752.2
55.513	752.2
55.778	752.792
56.041	759.75
56.305	759.75
56.568	759.75
56.831	761.056
57.091	767.096
57.352	767.35
57.612	767.35
57.873	766.496
58.134	765.75
58.396	765.75
58.657	765.75
58.917	766.842
59.178	767.15
59.439	767.15
59.699	767.15
59.955	783.346
60.21	784.135
60.465	784.912
60.719	785.676
60.973	786.428
61.227	787.168
61.481	787.895
61.735	788.61
61.988	789.312
62.241	790.003
62.494	790.68
62.747	791.346
62.999	791.999
63.252	792.64
63.504	793.268
